datetime,Q
2021-03-24 12:30:00,-600.66088272
2021-03-24 12:45:00,-605.2425144
2021-03-24 13:00:00,-602.9516985600001
2021-03-24 13:15:00,-605.2425144
2021-03-24 13:30:00,-598.3700668800001
2021-03-24 13:45:00,-607.5333302400002
2021-03-24 14:00:00,-612.11496192
2021-03-24 14:15:00,-607.5333302400002
2021-03-24 14:30:00,-596.07925104
2021-03-24 14:45:00,-598.3700668800001
2021-03-24 15:00:00,-600.66088272
2021-03-24 15:15:00,-591.49761936
2021-03-24 15:30:00,-593.7884352
2021-03-24 15:45:00,-593.7884352
2021-03-24 16:00:00,-591.49761936
2021-03-24 16:15:00,-602.9516985600001
2021-03-24 16:30:00,-598.3700668800001
2021-03-24 16:45:00,-600.66088272
2021-03-24 17:00:00,-602.9516985600001
2021-03-24 17:15:00,-600.66088272
2021-03-24 17:30:00,-600.66088272
2021-03-24 17:45:00,-607.5333302400002
2021-03-24 18:00:00,-614.4057777600001
2021-03-24 18:15:00,-625.8598569600001
2021-03-24 18:30:00,-623.5690411200001
2021-03-24 18:45:00,-607.5333302400002
2021-03-24 19:00:00,-621.2782252800001
2021-03-24 19:15:00,-616.6965936000001
2021-03-24 19:30:00,-630.4414886400001
2021-03-24 19:45:00,-635.0231203200002
2021-03-24 20:00:00,-637.3139361600001
2021-03-24 20:15:00,-646.4771995200001
2021-03-24 20:30:00,-646.4771995200001
2021-03-24 20:45:00,-651.0588312000001
2021-03-24 21:00:00,-657.9312787200001
2021-03-24 21:15:00,-667.0945420800001
2021-03-24 21:30:00,-680.8394371200001
2021-03-24 21:45:00,-687.7118846400001
2021-03-24 22:00:00,-690.00270048
2021-03-24 22:15:00,-685.4210688000002
2021-03-24 22:30:00,-678.5486212800001
2021-03-24 22:45:00,-692.2935163200002
2021-03-24 23:00:00,-692.2935163200002
2021-03-24 23:15:00,-694.5843321600001
2021-03-24 23:30:00,-696.8751480000001
2021-03-24 23:45:00,-701.4567796800002
2021-03-25 00:00:00,-699.16596384
2021-03-25 00:15:00,-701.4567796800002
2021-03-25 00:30:00,-699.16596384
2021-03-25 00:45:00,-699.16596384
2021-03-25 01:00:00,-696.8751480000001
2021-03-25 01:15:00,-690.00270048
2021-03-25 01:30:00,-692.2935163200002
2021-03-25 01:45:00,-687.7118846400001
2021-03-25 02:00:00,-690.00270048
2021-03-25 02:15:00,-680.8394371200001
2021-03-25 02:30:00,-685.4210688000002
2021-03-25 02:45:00,-685.4210688000002
2021-03-25 03:00:00,-687.7118846400001
2021-03-25 03:15:00,-690.00270048
2021-03-25 03:30:00,-692.2935163200002
2021-03-25 03:45:00,-692.2935163200002
2021-03-25 04:15:00,-696.8751480000001
2021-03-25 04:30:00,-696.8751480000001
2021-03-25 04:45:00,-701.4567796800002
2021-03-25 05:00:00,-701.4567796800002
2021-03-25 05:15:00,-708.3292272000001
2021-03-25 05:30:00,-706.0384113600002
2021-03-25 05:45:00,-708.3292272000001
2021-03-25 06:00:00,-706.0384113600002
2021-03-25 06:15:00,-669.38535792
2021-03-25 06:30:00,-712.9108588800002
2021-03-25 06:45:00,-706.0384113600002
2021-03-25 07:00:00,-701.4567796800002
2021-03-25 07:15:00,-706.0384113600002
2021-03-25 07:30:00,-708.3292272000001
2021-03-25 07:45:00,-712.9108588800002
2021-03-25 08:00:00,-712.9108588800002
2021-03-25 08:15:00,-712.9108588800002
2021-03-25 08:30:00,-706.0384113600002
2021-03-25 08:45:00,-701.4567796800002
2021-03-25 09:00:00,-696.8751480000001
2021-03-25 09:15:00,-696.8751480000001
2021-03-25 09:30:00,-696.8751480000001
2021-03-25 09:45:00,-696.8751480000001
2021-03-25 10:00:00,-699.16596384
2021-03-25 10:15:00,-694.5843321600001
2021-03-25 10:30:00,-692.2935163200002
2021-03-25 10:45:00,-690.00270048
2021-03-25 11:00:00,-685.4210688000002
2021-03-25 11:15:00,-683.1302529600002
2021-03-25 11:30:00,-680.8394371200001
2021-03-25 11:45:00,-680.8394371200001
2021-03-25 12:00:00,-676.2578054400002
2021-03-25 12:15:00,-671.67617376
2021-03-25 12:30:00,-671.67617376
2021-03-25 12:45:00,-671.67617376
2021-03-25 13:00:00,-669.38535792
2021-03-25 13:15:00,-657.9312787200001
2021-03-25 13:30:00,-669.38535792
2021-03-25 13:45:00,-655.6404628800002
2021-03-25 14:00:00,-660.2220945600001
2021-03-25 14:15:00,-655.6404628800002
2021-03-25 14:30:00,-655.6404628800002
2021-03-25 14:45:00,-651.0588312000001
2021-03-25 15:00:00,-646.4771995200001
2021-03-25 15:15:00,-602.9516985600001
2021-03-25 15:30:00,-646.4771995200001
2021-03-25 15:45:00,-655.6404628800002
2021-03-25 16:00:00,-641.89556784
2021-03-25 16:15:00,-644.1863836800002
2021-03-25 16:30:00,-637.3139361600001
2021-03-25 16:45:00,-635.0231203200002
2021-03-25 17:00:00,-635.0231203200002
2021-03-25 17:15:00,-635.0231203200002
2021-03-25 17:30:00,-635.0231203200002
2021-03-25 17:45:00,-623.5690411200001
2021-03-25 18:00:00,-630.4414886400001
2021-03-25 18:15:00,-639.6047520000001
2021-03-25 18:30:00,-637.3139361600001
2021-03-25 18:45:00,-644.1863836800002
2021-03-25 19:00:00,-651.0588312000001
2021-03-25 19:15:00,-651.0588312000001
2021-03-25 19:30:00,-651.0588312000001
2021-03-25 19:45:00,-651.0588312000001
2021-03-25 20:00:00,-653.34964704
2021-03-25 20:15:00,-655.6404628800002
2021-03-25 20:30:00,-655.6404628800002
2021-03-25 20:45:00,-662.5129104
2021-03-25 21:00:00,-655.6404628800002
2021-03-25 21:15:00,-653.34964704
2021-03-25 21:30:00,-655.6404628800002
2021-03-25 21:45:00,-653.34964704
2021-03-25 22:00:00,-653.34964704
2021-03-25 22:15:00,-651.0588312000001
2021-03-25 22:30:00,-653.34964704
2021-03-25 22:45:00,-655.6404628800002
2021-03-25 23:00:00,-655.6404628800002
2021-03-25 23:15:00,-660.2220945600001
2021-03-25 23:30:00,-660.2220945600001
2021-03-25 23:45:00,-648.7680153600002
2021-03-26 00:00:00,-657.9312787200001
2021-03-26 00:15:00,-653.34964704
2021-03-26 00:30:00,-653.34964704
2021-03-26 00:45:00,-651.0588312000001
2021-03-26 01:00:00,-651.0588312000001
2021-03-26 01:15:00,-648.7680153600002
2021-03-26 01:30:00,-648.7680153600002
2021-03-26 01:45:00,-648.7680153600002
2021-03-26 02:00:00,-646.4771995200001
2021-03-26 02:15:00,-644.1863836800002
2021-03-26 02:30:00,-644.1863836800002
2021-03-26 02:45:00,-644.1863836800002
2021-03-26 03:00:00,-644.1863836800002
